Name,Year,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
김시훈,2022,0,47.3,0,21.6,17.9,0,0,13,0,0,0,0.302,0,0.143,0.24,0,0,0.231,0,0
김시훈,2023,0,41.7,0,20.2,13.9,0,0,24.3,0,0,0,0.303,0,0.243,0.348,0,0,0.246,0,0
김시훈,2024,0,41.2,0,18.4,14.6,0,0,25.7,0,0,0,0.293,0,0.286,0.286,0,0,0.22,0,0
김영규,2020,0.1,43.2,0,4.2,41.6,10.8,0,0,0,0,0,0.395,0,0.25,0.218,0.292,0,0,0,0
김영규,2021,0,39.2,0,0.6,44,0.1,0,16.1,0,0,0,0.295,0,1,0.273,0,0,0.194,0,0
김영규,2022,0,46.1,0,0.6,46.2,0,0.1,6.7,0,0,0,0.273,0,0,0.248,0,0,0.063,0,0
김영규,2023,0,47.4,0,0.2,36.5,0,0,15.9,0,0,0,0.206,0,0,0.208,0,0,0.185,0,0
김영규,2024,0,43.3,0,0.3,45.8,0,0,10.6,0,0,0,0.224,0,0,0.247,0,0,0.333,0,0
이재학,2020,0.1,48.2,0,0,1.7,50.1,0,0,0,0,0,0.308,0,0,1,0.276,0,0,0,0
이재학,2021,0,43.1,0,0,4.7,50.7,1.5,0,0,0,0,0.254,0,0,0.1,0.224,1,0,0,0
이재학,2022,0,47.7,0,0.1,4.3,47.7,0.2,0,0,0,0,0.285,0,0,0.273,0.186,0,0,0,0
이재학,2023,0,42.8,0.2,1.4,8.5,47,0,0,0,0,0,0.259,0,0.333,0.333,0.171,0,0,0,0
이재학,2024,0,43.5,6.1,0.6,1.2,48.6,0,0,0,0,0,0.283,0.235,0.5,0.75,0.24,0,0,0,0
이용찬,2020,1.1,41.8,0,18.8,12.2,1.5,0,24.6,0,0,0,0.5,0,0.273,0,0,0,0.303,0,0
이용찬,2021,0,50.7,0,14.3,2,0,0,33.1,0,0,0,0.227,0,0.333,0.333,0,0,0.135,0,0
이용찬,2022,0,41.3,0,6.5,4.9,0,0,47.3,0,0,0,0.261,0,0.455,0.182,0,0,0.208,0,0
이용찬,2023,0,48.2,0,4.9,1.8,0,0,45.2,0,0,0,0.189,0,0.222,0.5,0,0,0.275,0,0
이용찬,2024,0,44,0,3.3,6.9,0,0,45.8,0,0,0,0.32,0,0.714,0.188,0,0,0.387,0,0
임정호,2020,21,13.9,0,19.1,45.1,0.7,0.1,0,0,0,0.333,0.154,0,0.128,0.25,0,0,0,0,0
임정호,2021,37.1,1.1,0,13,47.4,1.4,0,0,0,0,0.25,0,0,0.273,0.299,0,0,0,0,0
임정호,2022,40.3,0.9,0,18.2,38.7,0.9,0,0.7,0,0,0.235,1,0,0.16,0.235,0,0,0,0,0
임정호,2023,43,0.7,0,11.8,38.6,3.9,0,1.4,0,0,0.361,1,0,0.12,0.235,0.143,0,0.143,0,0
임정호,2024,31.5,0,0,16.7,46,5.7,0,0,0,0,0.233,0,0,0.182,0.326,0.222,0,0,0,0
임상현,2024,0,55.5,0,10.5,27.4,0,0,6.6,0,0,0,0.367,0,0.25,0.256,0,0,0.143,0,0
목지훈,2024,27.4,34.4,0,7,22.8,8.4,0,0,0,0,0.3,0.444,0,0.5,0.143,0.667,0,0,0,0
류진욱,2020,0,70.9,0,0,21.8,5.5,0,1.8,0,0,0,0.3,0,0,0.5,0,0,0,0,0
류진욱,2021,0,59.6,1,0,23.3,9.1,0,7,0,0,0,0.222,0.5,0,0.361,0.2,0,0.077,0,0
류진욱,2022,0,59.1,1,0,23,0,0,16.9,0,0,0,0.247,0,0,0.333,0,0,0.289,0,0
류진욱,2023,0,55.7,0.5,0,16.7,0,0,27,0,0,0,0.187,0,0,0.163,0,0,0.182,0,0
류진욱,2024,0,58.6,0,0,16.1,0,0,25.4,0,0,0,0.274,0,0,0.231,0,0,0.39,0,0
신민혁,2020,2,42.1,0,6.9,22.7,22.9,0,3.4,0,0,0,0.383,0,0.083,0.265,0.349,0,0.2,0,0
신민혁,2021,0,30.8,0,5.4,26,37.3,0,0.4,0,0,0,0.325,0,0.444,0.281,0.213,0,0.5,0,0
신민혁,2022,5.5,22.7,2.6,1.8,27.9,37.9,0,1.3,0,0,0.304,0.364,0.143,0.4,0.252,0.243,0,0.5,0,0
신민혁,2023,0.6,26.4,3.8,2.9,24.9,41,0,0,0,0,0.333,0.291,0.188,0.3,0.27,0.227,0,0,0,0
신민혁,2024,0.2,25.9,30.3,1.6,0.3,41.5,0,0,0,0,1,0.276,0.302,0.5,0.5,0.27,0,0,0,0
배재환,2020,0,70.7,0,0.1,23.6,0.1,0,5.4,0,0,0,0.25,0,0,0.196,0,0,0.333,0,0
배재환,2024,0.5,63.7,0,0,26.8,0.3,0,8.5,0,0,0,0.239,0,0,0.333,0,0,0.333,0,0
최성영,2020,0,51.1,0,2.1,21.1,25.7,0,0,0,0,0,0.264,0,0.5,0.283,0.309,0,0,0,0
최성영,2023,0,46.6,0,0.1,26.7,26.3,0,0,0,0,0,0.325,0,0,0.288,0.281,0,0,0,0
최성영,2024,0,52.9,0,0.2,25.8,20.9,0,0,0,0,0,0.343,0,0,0.236,0.432,0,0,0,0
최우석,2024,0,64.7,0,0,27.3,7.2,0,0,0,0,0,0.3,0,0,0.1,0,0,0,0,0
전사민,2022,0.7,74.8,0,0,23.8,0,0,0,0,0,0,0.2,0,0,0.143,0,0,0,0,0
전사민,2023,51.9,12.4,0,0,35.3,0.4,0,0,0,0,0.364,0.286,0,0,0.158,0,0,0,0,0
전사민,2024,52.6,8.8,0,0,29,1,0,8.4,0,0,0.377,0.6,0,0,0.29,0,0,0.4,0,0
한재승,2022,0,63.5,0,16,20.5,0,0,0,0,0,0,0.381,0,0.429,0.143,0,0,0,0,0
한재승,2023,0,64.5,0,0,29.5,0,0,6,0,0,0,0.25,0,0,0.2,0,0,0.25,0,0
한재승,2024,0,57.9,0,0,37.5,0,0,4.5,0,0,0,0.228,0,0,0.221,0,0,0.143,0,0
전루건,2022,0,53.2,0,3.7,30.5,0,0,12.6,0,0,0,0.381,0,0.5,0.462,0,0,0.286,0,0
전루건,2024,0,57.5,0,0,32.8,0,0,9.8,0,0,0,0.6,0,0,0.5,0,0,1,0,0
김재열,2020,0,62.4,0,13.2,22.7,0,0,1.7,0,0,0,0.327,0,0.25,0.222,0,0,1,0,0
김재열,2021,0,70.4,0,14.6,13,0,0.2,1.8,0,0,0,0.25,0,0.154,0.231,0,0,0,0,0
김재열,2022,0,62.9,0,20.7,4.5,0,0,11.6,0,0,0,0.318,0,0.061,0.571,0,0,0.235,0,0
김재열,2023,0,56.3,0,20.1,6.3,0,0,17.1,0,0,0,0.406,0,0.286,0.333,0,0,0.3,0,0
김재열,2024,0,33.4,0,15.2,18.1,0,0,33.2,0,0,0,0.294,0,0.286,0.167,0,0,0.19,0,0
김진호,2020,10.8,44.8,0,6.2,0,38.1,0,0,0,0,0.667,0.261,0,1,0,0.278,0,0,0,0
김진호,2021,0,63.6,0,9.1,0,27.3,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0
김진호,2022,0.1,55.2,0,0,5,39.4,0,0,0,0,0,0.358,0,0,0.5,0.212,0,0,0,1
김진호,2023,1,60.2,0,0,3.8,35,0,0,0,0,0,0.212,0,0,0.5,0.269,0,0,0,0
김진호,2024,0,65.4,0,0,1.9,32.7,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
김민규,2024,58.9,7.1,0,0.9,19.6,13.4,0,0,0,0,0.231,0,0,0,0.571,0.5,0,0,0,0
이로운,2023,0.1,54.5,1.4,0.5,27.3,15.7,0,0.2,0,0,1,0.326,0.333,0,0.299,0.074,0,0,0,0
이로운,2024,0,61,0,2.8,12.2,23.1,0,0.8,0,0,0,0.296,0,0.6,0.529,0.234,0,0,0,0
조요한,2021,0,76.4,0,7,15.9,0,0,0,0,0,0,0.375,0,0.5,0,0,0,0,0,0
조요한,2022,0,55.8,4.3,3.4,36.5,0,0,0,0,0,0,0.343,0.5,0,0.103,0,0,0,0,0
박성빈,2024,0,82.1,0,0,17.9,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0
한두솔,2022,0,58.9,0,0,41.1,0,0,0,0,0,0,0.278,0,0,0.714,0,0,0,0,0
한두솔,2023,0,23.1,0,3.8,73.1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
한두솔,2024,0,45,0,3.3,51.4,0.2,0.1,0,0,0,0,0.349,0,0.231,0.196,0,0,0,0,0
노경은,2020,18.4,17.9,0,16.4,22.7,18.8,0,0,5.8,0,0.323,0.25,0,0.29,0.286,0.221,0,0,0.179,0
노경은,2021,17,26.3,0,8.5,27.2,18.7,0,0.8,1.4,0,0.324,0.364,0,0.357,0.338,0.233,0,0.667,0.667,0
노경은,2022,12.6,28.7,0.3,10.5,27.1,1.9,0,17.9,0.8,0,0.273,0.25,0,0.158,0.243,0.571,0,0.194,0,0
노경은,2023,13.5,28.2,0.4,4.2,25.8,0.1,0,27.3,0.5,0,0.265,0.276,0,0.25,0.247,0,0,0.226,0.5,0
노경은,2024,2.7,39.2,0.4,6.1,25,0,0,26,0.4,0,0.6,0.196,0,0.077,0.397,0,0,0.171,0,0
김건우,2021,0,70.7,0,1.7,14.6,12.6,0,0,0,0,0,0.154,0,1,0.25,0,0,0,0,0
김건우,2022,0,53.2,0,3.2,16.1,27.4,0,0,0,0,0,0.286,0,0,0.5,0.667,0,0,0,0
최현석,2024,0,68.8,0,2.1,22.9,6.3,0,0,0,0,0,0.5,0,1,1,0,0,0,0,0
김민,2020,25.8,31.1,0,0.4,38.9,2.3,0,1.6,0,0,0.419,0.288,0,0,0.141,0.333,0,1,0,0
김민,2022,0,73.9,0,0,25,1.1,0,0,0,0,0,0.167,0,0,0.154,0,0,0,0,0
김민,2023,14.4,38.5,0,0.2,43.3,2.5,0,0.6,0,0,0.417,0.442,0,0,0.22,0.429,0,0,0,0
김민,2024,45.7,8.2,0,0.2,44.5,1,0,0.2,0,0,0.377,0.263,0,0,0.2,0,0,1,0,0
정동윤,2021,0,65.6,0,0,6.3,28.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
정동윤,2024,0,46.9,0,50,0,3.1,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0
박시후,2022,0,63.6,0,4.5,31.8,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,0
박시후,2024,0,36.3,0,4.2,59.1,0,0,0,0,0,0,0.526,0,0,0.2,0,0,0,0,0
전영준,2022,0,66.4,0,8.2,17.3,3.6,0,4.5,0,0,0,0.333,0,0,0.286,1,0,0,0,0
서진용,2020,0,58.8,0,0.1,4.8,0,0,36.3,0,0,0,0.277,0,0,0.25,0,0,0.167,0,0
서진용,2021,0,54,0,0,4.9,0,0,41.2,0,0,0,0.286,0,0,0.462,0,0,0.14,0,0
서진용,2022,0,52.5,0,0,3.7,0,0,43.7,0,0,0,0.276,0,0,0.571,0,0,0.214,0,0
서진용,2023,0,50.2,0,0.1,0.3,0,0,49.3,0.1,0,0,0.266,0,0,0,0,0,0.213,0,0
서진용,2024,0,49.9,0,0,1,0,0,49.1,0,0,0,0.333,0,0,1,0,0,0.233,0,0
송영진,2023,1.4,52.8,0.6,13.9,26.6,0,0,4.4,0,0,0,0.276,0,0.263,0.244,0,0,0.214,0,0
송영진,2024,0,46.4,3.4,17.9,23.2,0,0,9,0,0,0,0.28,0.214,0.275,0.286,0,0,0.333,0,0
김광현,2022,0.2,26.7,0,12.5,37.9,1.8,0,20.8,0,0,0.5,0.313,0,0.179,0.211,0.333,0,0.155,0,0
김광현,2023,0,29.6,0,12,33.9,1,0,23.1,0,0,0,0.263,0,0.196,0.269,0.167,0,0.295,0,0
김광현,2024,0,32.1,0,15.8,36.7,0.1,0,14.8,0,0,0,0.349,0,0.147,0.25,0.5,0,0.299,0,0
최민준,2021,0,44.5,0,16,32.4,7.1,0,0,0,0,0,0.301,0,0.259,0.246,0.333,0,0,0,0
최민준,2022,0,31.5,0,23.6,43.2,1.4,0,0.3,0,0,0,0.2,0,0.207,0.223,0,0,0,0,0
최민준,2023,0.1,36,0.2,27,34.1,0.7,0,1.7,0,0,0,0.305,1,0.293,0.348,0,0,0.2,0,0
최민준,2024,0,36.6,11.1,21.7,17.8,0,0,12.5,0.1,0,0,0.345,0.556,0.344,0.306,0,0,0.323,0,0
앤더슨,2024,0,53.5,8.8,17.8,13.9,5.9,0,0,0,0,0,0.211,0.259,0.193,0.255,0.45,0,0,0,0
문승원,2020,0,46.2,0,12.4,28.5,12.9,0,0,0,0,0,0.26,0,0.267,0.227,0.239,0,0,0,0
문승원,2021,12.6,30,0,9.9,33.6,14,0,0,0,0,0.389,0.222,0,0.278,0.176,0.167,0,0,0,0
문승원,2022,0,41.8,0,9.8,38.4,10,0,0,0,0,0,0.294,0,0.333,0.326,0.333,0,0,0,0
문승원,2023,3,40.2,0,6,34.7,11.7,0,4.4,0,0,0.333,0.328,0,0.438,0.275,0.317,0,0.556,0,0
문승원,2024,0,49.6,0,6.9,34.9,2.7,0,5.4,0,0,0,0.311,0,0.273,0.23,0.25,0,0.444,0,0
김택형,2020,0,64.7,0,0.2,33.5,1.6,0,0,0,0,0,0.309,0,0,0.222,0.5,0,0,0,0
김택형,2021,0.1,60.8,0,0.1,25.9,0.5,0,12.5,0.1,0,0,0.274,0,0,0.104,1,0,0.259,0,0
김택형,2022,0,57.3,0,0,28.8,0,0,13.9,0,0,0,0.302,0,0,0.123,0,0,0.241,0,0
김택형,2024,0,70.8,0,0,27.7,0,0,1.5,0,0,0,0.3,0,0,0.444,0,0,0,0,0
박종훈,2020,0.2,28.5,0,40,0,6.3,24.9,0,0,0,0,0.298,0,0.206,1,0.256,0.254,0,0,0
박종훈,2021,0,13.6,0,30.2,0,7.3,48.9,0,0,0,0,0.13,0,0.214,0,0.077,0.239,0,0,0
박종훈,2022,0,3,0,22.9,0,2.8,71.2,0,0,0,0,0,0,0.233,0,0.091,0.318,0,0,0
박종훈,2023,0,3.5,0,30.2,0,1.1,64.7,0,0,0,0,0.4,0,0.165,0,0,0.306,0,0,0
박종훈,2024,17.4,39.4,0,42.3,0,0.8,0,0,0,0,0.5,0.364,0,0.157,0,0.5,0,0,0,0
백승건,2020,0.2,57,0,7.1,22.5,13.2,0,0,0,0,1,0.277,0,0.375,0.346,0.286,0,0,0,0
백승건,2023,0,41.6,0,3.8,34.5,20.1,0,0,0,0,0,0.28,0,0,0.261,0.32,0,0,0,0
백승건,2024,0,52.2,0,0,43.8,3.4,0,0,0,0,0,0.423,0,0,0.133,0,0,0,0,0
윤태현,2022,0,43.4,0,11.3,18.9,0,26.4,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0
이건욱,2020,0,58.4,0,3.3,25.8,12.5,0,0,0,0,0,0.249,0,0.273,0.204,0.219,0,0,0,0
이건욱,2021,0,66.9,0,6,19.4,7.7,0,0,0,0,0,0.387,0,0.25,0.25,0.25,0,0,0,0
이건욱,2022,0,58.6,0,4.3,24.3,12.9,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
이건욱,2023,0,57.8,0,0.6,27.5,13.5,0,0,0,0,0,0.266,0,0,0.229,0.091,0,0,0,0
이건욱,2024,0,60,9.2,3.8,17.3,1.8,0,7.9,0,0,0,0.317,0.615,0.667,0.381,1,0,0.222,0,0
조병현,2021,0,56.1,0,8.8,33.1,2,0,0,0,0,0,0.263,0,0.5,0,0,0,0,0,0
조병현,2024,0,62.9,0.6,9.3,0.4,0,0,26.7,0,0,0,0.197,0,0.4,1,0,0,0.146,0,0
장지훈,2021,0.2,41.6,0,0,16.7,37.2,4.2,0,0,0,0,0.294,0,0,0.163,0.276,0.3,0,0,0
장지훈,2022,0,40.8,0,1.1,15.1,33.4,9.2,0,0,0,0,0.321,0,0,0.138,0.25,0.318,0,0,0
장지훈,2024,1.3,54.3,0,15.6,1.3,26.9,0,0,0,0,0,0.373,0,0,1,0.273,0,0,0,0
최지강,2022,0,57.1,0,1.8,28.6,12.5,0,0,0,0,0,0.667,0,1,1,0,0,0,0,0
최지강,2023,0,46.4,0,0,42.4,11.3,0,0,0,0,0,0.259,0,0,0.195,0.1,0,0,0,0
최지강,2024,47.8,3.8,0.2,0,40.8,7.3,0,0,0,0,0.282,0.125,0,0,0.235,0.261,0,0,0,0
최원준,2020,0,54.7,0,5.6,21.7,17.9,0,0,0,0,0,0.303,0,0.321,0.225,0.241,0,0,0,0
최원준,2021,0,58.1,0,2.4,27.2,12.4,0,0,0,0,0,0.244,0,0.294,0.299,0.247,0,0,0,0
최원준,2022,0,51.8,0,3.2,33.6,6.4,0,4.9,0,0,0,0.271,0,0.25,0.291,0.375,0,0.207,0,0
최원준,2023,0,52.9,0,10,30.1,5.6,0,1.2,0,0,0,0.312,0,0.2,0.278,0.316,0,0,0,0
최원준,2024,0,43.8,0.6,4.1,29.4,1.7,0,20.3,0,0,0,0.312,0,0.267,0.226,0.25,0,0.301,0,0
김명신,2020,0,46.1,0,3,17.5,0,0,33.5,0,0,0,0.379,0,0,0.4,0,0,0.217,0,0
김명신,2021,0,48.9,0,4.9,25.9,1.5,0,18.8,0,0,0,0.297,0,0.333,0.239,0.4,0,0.269,0,0
김명신,2022,0,48.4,0,3.8,16.9,0,0,30.9,0,0,0,0.259,0,0.2,0.308,0,0,0.207,0,0
김명신,2023,0,48.8,0,13.4,14.6,0,0,23.2,0,0,0,0.254,0,0.196,0.244,0,0,0.261,0,0
김명신,2024,0,45.2,0,16.5,17.1,0.2,0,20.9,0,0,0,0.42,0,0.292,0.467,1,0,0.424,0,0
김택연,2024,0,75.1,0,2.1,19.5,1.3,0,2,0,0,0,0.207,0,0,0.26,0.4,0,0,0,0
고효준,2020,0,64.9,0,5.5,29.5,0,0,0,0,0,0,0.189,0,0.333,0.273,0,0,0,0,0
고효준,2021,0,71.1,0,2.2,22.2,0,0,4.4,0,0,0,0.333,0,0,0.5,0,0,0,0,0
고효준,2022,0,35.4,0,6.6,53.9,0.3,0,3.8,0,0,0,0.255,0,0.143,0.238,1,0,0.143,0,0
고효준,2023,0,45.5,0,0.8,52,0.1,0,1.6,0,0,0,0.178,0,0.5,0.265,0,0,0.4,0,0
고효준,2024,0,53.1,0,5.8,39.4,0.4,0,1.2,0,0,0,0.227,0,0.5,0.306,0,0,0.333,0,0
이영하,2020,0,54.5,0.9,3.6,34.3,0,0,6.7,0,0,0,0.295,0.5,0.5,0.263,0,0,0.148,0,0
이영하,2021,0,62.6,0,1.1,29.8,0.6,0,5.9,0,0,0,0.313,0,0.5,0.234,0,0,0.045,0,0
이영하,2022,0,45.4,0,2.6,39,0,0,13,0,0,0,0.337,0,0.444,0.237,0,0,0.222,0,0
이영하,2023,0,49.3,0,2.7,37.3,0,0,10.6,0,0,0,0.349,0,0,0.167,0,0,0.125,0,0
이영하,2024,0.1,43.4,0,3.1,38,0,0,14.1,0,0,0,0.26,0,0,0.243,0,0,0.175,0,0.5
박치국,2020,0,60.6,0,6.7,13.9,18.9,0,0,0,0,0,0.275,0,0.25,0.278,0.064,0,0,0,0
박치국,2021,0,56.8,0,0.6,13.9,28.4,0.3,0,0,0,0,0.341,0,0,0.083,0.238,0,0,0,0
박치국,2022,0,60.3,0,15.6,11.1,13.1,0,0,0,0,0,0.208,0,0,0,0.143,0,0,0,0
박치국,2023,0,49.2,0,7.2,17,26.7,0,0,0,0,0,0.262,0,0.1,0.286,0.259,0,0,0,0
박치국,2024,5.6,53.2,0,10.8,18.7,11.7,0,0,0,0,0.167,0.325,0,0.4,0.265,0.412,0,0,0,0
박정수,2020,0,40.2,0,40.2,3.6,16.1,0,0,0,0,0,0.2,0,0.25,0,0.2,0,0,0,0
박정수,2021,0.7,30.4,0,12.7,30.1,26.1,0,0,0,0,0,0.5,0,0.133,0.25,0.154,0,0,0,0
박정수,2022,0,35.6,0,25.2,24.6,13.9,0.3,0.3,0,0,0,0.273,0,0.05,0.4,0.2,0,0,0,0
박정수,2023,0,37.9,0,20.1,21.3,20.3,0,0,0,0,0,0.333,0,0.229,0.29,0.2,0,0,0,0
박정수,2024,0,30.1,0,24.5,25,20.4,0,0,0,0,0,0.436,0,0.2,0.29,0.278,0,0,0,0
박신지,2020,0,65.7,0,9,25.4,0,0,0,0,0,0,0.636,0,0,0.4,0,0,0,0,0
박신지,2022,0,48.8,0,7.3,24.9,18.9,0,0,0,0,0,0.351,0,0.2,0.31,0.313,0,0,0,0
박신지,2023,0,44.7,0,4.1,28.3,22.7,0,0,0,0,0,0.413,0,0,0.231,0.368,0,0,0,0
박신지,2024,0,44.7,0,7.5,36,11.8,0,0,0,0,0,0.2,0,0,0.357,0,0,0,0,0
김대우,2020,0.1,44.4,0,2.7,45.2,0,7.5,0,0,0,0,0.314,0,0.5,0.275,0,0.412,0,0,0
김대우,2021,0,35.5,0,0.1,53.6,0,10.7,0,0,0,0,0.307,0,0,0.284,0,0.48,0,0,0
김대우,2022,0,39,0,61,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0
김대우,2023,0.5,31,0,11.4,34.3,0.1,22.5,0,0,0,0,0.165,0,0.174,0.292,0,0.449,0,0,1
김대우,2024,25.7,20.8,0,36.5,16.3,0.6,0,0,0,0,0.175,0.353,0,0.25,0.5,0,0,0,0,0
원태인,2020,0,50.3,0.1,6.6,19.2,23.8,0,0,0,0,0,0.317,1,0.321,0.275,0.225,0,0,0,0
원태인,2021,0.1,46.2,0,6.9,17.2,29.5,0,0,0,0,0,0.308,0,0.306,0.198,0.185,0,0,0,0
원태인,2022,0.1,43,0,6.1,24.4,26.3,0,0,0,0,0,0.33,0,0.368,0.241,0.199,0,0,0,0
원태인,2023,0,41.3,2.5,4.4,26,25.8,0,0,0,0,0,0.305,0.091,0.133,0.295,0.208,0,0,0,0
원태인,2024,0,44.8,4.1,4,22.7,24.1,0,0,0,0,0,0.249,0.2,0.476,0.235,0.218,0,0,0,0.5
양현,2020,0.1,0.1,0,44.5,0,0,55.2,0,0,0,0,0,0,0.196,0,0,0.322,0,0,0
양현,2021,0,0,0,40.6,0,1,58.4,0,0,0,0,0,0,0.25,0,1,0.336,0,0,0
양현,2022,0,0,0,55,0,0,45,0,0,0,0,0,0,0.222,0,0,0.313,0,0,0
양현,2023,0,0,0,42.2,0,0.1,57.4,0,0,0,0,0,0,0.325,0,0,0.375,0,0,0
양현,2024,50.8,0,0,49.2,0,0,0,0,0,0,0.471,0,0,0.227,0,0,0,0,0,0
